solve time,all time,satisfiable,size,solution_count,demands,wavelengths,graph
0.00017806142568588257,0.029571041464805603,true,3,-1,2,3,res_dt.gml
0.00021866708993911743,0.03394967317581177,true,5,-1,4,3,res_dt.gml
0.0008032284677028656,0.08080345764756203,true,42,-1,6,3,res_dt.gml
0.0012862086296081543,0.09059106931090355,true,147,-1,8,3,res_dt.gml
0.048560917377471924,0.16203748807311058,true,362,-1,10,3,res_dt.gml
0.027103032916784286,0.146399836987257,true,50,-1,12,3,res_dt.gml
0.09871887788176537,0.2933220900595188,true,58,-1,14,3,res_dt.gml
0.04617373272776604,0.3824271820485592,true,1244,-1,16,3,res_dt.gml
0.10256122797727585,0.2757071927189827,true,157,-1,18,3,res_dt.gml
0.5246684551239014,1.3592754043638706,true,610,-1,20,3,res_dt.gml
0.7821840420365334,2.728822860866785,true,3588,-1,22,3,res_dt.gml
18.388765402138233,42.6404800452292,true,28590,-1,24,3,res_dt.gml
666.8744503557682,758.3546632900834,true,114510,-1,26,3,res_dt.gml
211.94466948136687,300.31951129063964,true,337456,-1,30,3,res_dt.gml
1258.3395072855055,1408.3673467934132,true,709034,-1,32,3,res_dt.gml
1197.5107241012156,1314.4437739551067,true,1451010,-1,34,3,res_dt.gml
