solve time,all time,satisfiable,size,solution_count,demands,wavelengths,graph
0.0008782371878623962,0.3871203735470772,true,1,-1,1,10,res_kanto11.gml
0.0016844868659973145,2.507894851267338,true,7,-1,2,10,res_kanto11.gml
0.024417638778686523,4.8853549137711525,true,34,-1,3,10,res_kanto11.gml
0.18898306787014008,8.789406150579453,true,87,-1,4,10,res_kanto11.gml
0.7194353267550468,9.5830712094903,true,324,-1,5,10,res_kanto11.gml
1.5365119203925133,14.384263508021832,true,865,-1,6,10,res_kanto11.gml
2.4157049879431725,15.43165060132742,true,3287,-1,7,10,res_kanto11.gml
2.787670575082302,28.988884523510933,true,1051,-1,8,10,res_kanto11.gml
10.39971711486578,52.62406685203314,true,821,-1,9,10,res_kanto11.gml
17.774090610444546,104.43908090144396,true,1543,-1,10,10,res_kanto11.gml
