solve time,all time,satisfiable,size,solution_count,demands,wavelengths,graph
0.000881589949131012,0.7597479820251465,true,3,-1,1,9,res_kanto11.gml
0.002463601529598236,4.765222862362862,true,13,-1,2,9,res_kanto11.gml
0.004082292318344116,10.00439453870058,true,23,-1,3,9,res_kanto11.gml
0.15419220179319382,22.315967448055744,true,127,-1,4,9,res_kanto11.gml
0.19244125485420227,34.53243791311979,true,158,-1,5,9,res_kanto11.gml
1.2638351619243622,52.15293285995722,true,175,-1,6,9,res_kanto11.gml
3.504128910601139,67.72853250801563,true,509,-1,7,9,res_kanto11.gml
36.61536467075348,722.1119464188814,true,607,-1,8,9,res_kanto11.gml
75.42597158998251,1297.426555968821,true,4981,-1,9,9,res_kanto11.gml
92.81371758133173,1718.5991023629904,true,8065,-1,10,9,res_kanto11.gml
